,lh_bankssts,lh_caudalanteriorcingulate,lh_caudalmiddlefrontal,lh_cuneus,lh_entorhinal,lh_fusiform,lh_inferiorparietal,lh_inferiortemporal,lh_isthmuscingulate,lh_lateraloccipital,lh_lateralorbitofrontal,lh_lingual,lh_medialorbitofrontal,lh_middletemporal,lh_parahippocampal,lh_paracentral,lh_parsopercularis,lh_parsorbitalis,lh_parstriangularis,lh_pericalcarine,lh_postcentral,lh_posteriorcingulate,lh_precentral,lh_precuneus,lh_rostralanteriorcingulate,lh_rostralmiddlefrontal,lh_superiorfrontal,lh_superiorparietal,lh_superiortemporal,lh_supramarginal,lh_frontalpole,lh_temporalpole,lh_transversetemporal,lh_insula,rh_bankssts,rh_caudalanteriorcingulate,rh_caudalmiddlefrontal,rh_cuneus,rh_entorhinal,rh_fusiform,rh_inferiorparietal,rh_inferiortemporal,rh_isthmuscingulate,rh_lateraloccipital,rh_lateralorbitofrontal,rh_lingual,rh_medialorbitofrontal,rh_middletemporal,rh_parahippocampal,rh_paracentral,rh_parsopercularis,rh_parsorbitalis,rh_parstriangularis,rh_pericalcarine,rh_postcentral,rh_posteriorcingulate,rh_precentral,rh_precuneus,rh_rostralanteriorcingulate,rh_rostralmiddlefrontal,rh_superiorfrontal,rh_superiorparietal,rh_superiortemporal,rh_supramarginal,rh_frontalpole,rh_temporalpole,rh_transversetemporal,rh_insula
lh_bankssts,0.0,0.1487236831752399,0.23804450007167463,0.13301109264126423,0.06172942153961873,0.18961428578096406,0.2877154592585706,0.18529873348133624,0.11945958524721934,0.20499425276750258,0.22206352312767152,0.18047010739737826,0.21161199028536237,0.20256726395789862,0.15612504273625494,0.21269356898693365,0.19118733617803965,0.13543802702430618,0.18926573774703812,0.15465810333820637,0.1727733862093244,0.13292848730435028,0.2581968131836432,0.2784963600256997,0.134357424812959,0.30883908087816797,0.25334921057385523,0.2859084915368948,0.23133155360388383,0.2926219469421241,0.0837261986995236,0.07019751851550231,0.12993954403273128,0.1169519588581143,0.25008803846682787,0.12993703945044582,0.22726160691649158,0.1161861566715236,0.09000005657007065,0.1792617550044869,0.307234870273766,0.18185316385983316,0.12128242631106026,0.20385496950501722,0.2114554595625191,0.22019784045979832,0.19309320361633495,0.2363602551700712,0.1291493097394524,0.19596171190504774,0.1873163237570952,0.13634682252391586,0.20430410259500342,0.11743836587943561,0.17383358829211287,0.14432220909378543,0.25243424564825057,0.2756247816982726,0.13850734406175452,0.28923001448481617,0.2265938823872202,0.2590585920715105,0.2262914685394655,0.23673334807744045,0.07564381211235743,0.06258471522453808,0.13899885557113864,0.1196573613122659
lh_caudalanteriorcingulate,0.1487236831752399,0.0,0.11340880507472328,0.10698614805334392,0.06203072244077696,0.159218866481463,0.1339230881656991,0.13586390027127349,0.14459933407742984,0.14258935532717043,0.14785237014475705,0.1470997790739527,0.13828885924512005,0.12948246326423887,0.11172796777119935,0.1267902171519105,0.11536734223287406,0.09030702940778539,0.11432905359346895,0.13158764372347145,0.12028617172411943,0.1835177310789876,0.12839125680743801,0.14881209348723184,0.17647867582095228,0.14598400055227212,0.1485479225565925,0.1307967081667059,0.11850989470250158,0.13449381126992382,0.058905730207385834,0.061657426113284806,0.11160235641690149,0.10047138177766515,0.12588242568059035,0.17760471185129567,0.10464244997862607,0.10060636458001217,0.08682358399496755,0.16553167694510354,0.1435323038925755,0.14487573253256358,0.15447108954109853,0.14717929425054244,0.1642207147783129,0.15171003122950946,0.1427885564015676,0.12324595339098235,0.11818865452295599,0.1298551708183985,0.10983447642870214,0.09298805179088945,0.11875697126396917,0.11308766401520134,0.11962868134183485,0.1763155036352271,0.13499158790432128,0.15383864855872642,0.17053720622453195,0.1504351939103796,0.12837280060722003,0.11897913939921427,0.12264262616727822,0.14005834871670417,0.057104890669218214,0.05876925517179865,0.13126981496908846,0.10055153643284256
lh_caudalmiddlefrontal,0.23804450007167463,0.11340880507472328,0.0,0.1355582080364589,0.06737740135817571,0.14183008747100545,0.2995452284830849,0.16037872453245966,0.10917871398210192,0.1870441413291645,0.22142517918395951,0.14793649436691503,0.163437815694449,0.18523147491856953,0.133649770567962,0.22018486395400713,0.24651314362686874,0.15477843958483914,0.2451643932154607,0.13876162772821574,0.16553626990554052,0.11565344822498347,0.2951425489252522,0.28652161417546834,0.11395766924901049,0.2524055751800724,0.27400405489219815,0.3287287200837796,0.245965147525144,0.29653446588749827,0.10258893512100413,0.07521451591150011,0.10728718712875546,0.12213303033331559,0.21929670418303202,0.10883050657942996,0.3077043428681099,0.11927343456764601,0.09378367236239106,0.14123750284396053,0.26467601883235337,0.1568490046420718,0.11358870741014959,0.1870357482135923,0.19612394943296124,0.19325575825003913,0.15823500959957154,0.21285112239431972,0.11483087050093886,0.1865866442110325,0.21402873613907808,0.15371563009210337,0.2701711214844625,0.11033876397234259,0.18437522325377748,0.12362022631329739,0.3061596407057132,0.2481598598197606,0.11220236749152487,0.2344693177272479,0.25940378977032996,0.2954147056295246,0.24435627116749006,0.2729897873438846,0.08567135258340512,0.06806875709254077,0.12933740577152247,0.12451969158941562
lh_cuneus,0.13301109264126423,0.10698614805334392,0.1355582080364589,0.0,0.07781260505155185,0.10622315173137384,0.15234837438891832,0.1615786339733267,0.1228624981690308,0.26370392437441464,0.15721296113772823,0.17936259142120925,0.19452313721830383,0.13893316319703378,0.11101419454956835,0.18215779341052896,0.1638156535084068,0.18947321814192428,0.17059949758577453,0.14271384382854468,0.2006168399233201,0.10076988894376052,0.1536056104427826,0.15286214108544086,0.10403669474094669,0.1920720417563839,0.17439658979576272,0.18574551681021928,0.14156430244822776,0.16556321813716218,0.13817326775913613,0.09905597172767466,0.10611387207187566,0.07810347655673054,0.10382356620665575,0.09798946982103282,0.12413791236238296,0.272194590871213,0.10709404782871189,0.10871079861210156,0.1678137325926545,0.1428854691998238,0.12973507492662115,0.23030875261108502,0.15952840016473369,0.21410279865899012,0.16940440522780978,0.13483004144148739,0.10200797246730965,0.14276232167440864,0.13501626992718532,0.17855113754611934,0.1631662379558472,0.13930509721911324,0.20609988672921212,0.10261284982199789,0.15662668022111018,0.16001471991941563,0.10497437153593855,0.1950224880784658,0.19131856519523713,0.18338942500900765,0.14793806235954568,0.15514397274362113,0.12201541850566923,0.09344674350033562,0.092199716370082,0.07892400182938387
lh_entorhinal,0.06172942153961873,0.06203072244077696,0.06737740135817571,0.07781260505155185,0.0,0.09916228314101246,0.07860035255662075,0.11709628667060884,0.08245736633351529,0.07310987267252483,0.09480811263960873,0.07751278210719904,0.09490335598770615,0.11935715264691331,0.09959458634750361,0.0705958513363599,0.07654405177209128,0.10143674650151416,0.06555646857938549,0.047530837345666294,0.06300447028945189,0.06479717711971716,0.083459296631532,0.08477305910118914,0.0829706303939915,0.06842977307852596,0.09308592881950101,0.07328050703484539,0.08718841077052027,0.08137100431896227,0.07236733281204823,0.13899664715441126,0.05006179424778143,0.07515790901580612,0.07075245328372574,0.06554838104935508,0.07311908291571961,0.07991019020620427,0.1645363449000623,0.09318125502161297,0.08682393355839067,0.11442941950491076,0.08986791105510447,0.08346541856899072,0.09887202995531506,0.07370639333320579,0.10236306002450893,0.10727726725312575,0.10678960634823186,0.0773406303355241,0.08377874504784158,0.08844559012962666,0.06825749989286108,0.045097158409545736,0.07750014374652821,0.06577053855096528,0.08121260654171648,0.08801472041464181,0.07549979145222195,0.07541437707299081,0.0817178210200061,0.06004394904531242,0.10194629115037815,0.08136488691043384,0.08238227909704826,0.13578768512912534,0.051126741259214584,0.07621703909823911
lh_fusiform,0.18961428578096406,0.159218866481463,0.14183008747100545,0.10622315173137384,0.09916228314101246,0.0,0.18925065711702904,0.23381229536079162,0.16284888867643277,0.15354511153435307,0.22381752699712323,0.17452231315222058,0.17294654478993346,0.2229906230868042,0.21026827715541846,0.1675074395318295,0.1671603282510237,0.1179125126881335,0.12056031558069771,0.10148856888703246,0.12289429466516419,0.18219686161326215,0.1859038091410255,0.2184457360383831,0.21015892265139782,0.17499352447480698,0.2177062149254064,0.15459127260837963,0.18961193789493966,0.20395135534432912,0.07003286559914747,0.08413996067175747,0.09490463587653424,0.14798734059754584,0.2070999117585745,0.17418524801413776,0.158583872902003,0.09625868463961955,0.13530169071160095,0.3877651838893466,0.216818855509347,0.23983344164286358,0.16966666080424905,0.15902495059082297,0.23664816499669752,0.18047200312019493,0.19763978278141425,0.23097483900270896,0.208718841086423,0.18040742567909895,0.18661440236870747,0.1215892713873657,0.13514679599292675,0.08725212854254581,0.1278395373584356,0.17161816102822847,0.19068861648650945,0.2253288456146106,0.20247320246392456,0.18137588707362962,0.19714654156846376,0.13153183673331809,0.20901259152496446,0.18460272831483107,0.06998885090726668,0.08291262394057693,0.10967053188451707,0.15937282902133204
lh_inferiorparietal,0.2877154592585706,0.1339230881656991,0.2995452284830849,0.15234837438891832,0.07860035255662075,0.18925065711702904,0.0,0.2243361425789905,0.11845595800708138,0.22472580387503555,0.2855000259825929,0.17457153007256815,0.21185483713833994,0.2710619738709106,0.15493055041325327,0.22942905927545015,0.24991880106650552,0.16708254878669646,0.25139792347094664,0.1317772736516061,0.18532130769813848,0.12736552451587366,0.31418132715547736,0.3181035855838942,0.13636093648786515,0.3053441799695491,0.34754298423638585,0.3248356363896914,0.2773833286103347,0.3941116423243425,0.1048135963269637,0.08694590689266342,0.11846548995741393,0.12205891208647812,0.26200519677404377,0.12381201765048906,0.29299873170535484,0.12665113670374242,0.1160493122784236,0.18734261460441626,0.3926441682637331,0.21068975436589202,0.12997719820571488,0.22976854280651954,0.24989771489403537,0.22717826686869094,0.2108597849329009,0.3204683018659476,0.13489687104521197,0.20528448100821506,0.2915319885115093,0.18171360096367628,0.25356130159821794,0.10761212654843556,0.19023361544731174,0.13266575130270467,0.30628044285997524,0.341111782627872,0.1444810706193429,0.2933516376259023,0.2951594630290891,0.2996979617296039,0.2890789660520976,0.3129875750676012,0.09322678049583816,0.07603306279904103,0.1433182340203085,0.1303868387934384
lh_inferiortemporal,0.18529873348133624,0.13586390027127349,0.16037872453245966,0.1615786339733267,0.11709628667060884,0.23381229536079162,0.2243361425789905,0.0,0.14256211069649502,0.2201925284940837,0.29030194803635523,0.16583096474991285,0.239555235389512,0.35843630171837976,0.15142381823945583,0.17368321057011976,0.19343983508411744,0.21533910666598322,0.15989122979685408,0.10361310369474619,0.1418289926633547,0.12401894906691682,0.22374644414042505,0.25267910101747804,0.15895172046378198,0.20742338631819812,0.28990557694537855,0.19508861004206862,0.2223734758582981,0.26128316165164306,0.10416633514046751,0.11432713914058219,0.08713195039312169,0.09937721144726767,0.16186562320932366,0.13559906365041352,0.16242126827581305,0.13407696936318114,0.19083508840067204,0.24086965892266837,0.2718286192852012,0.36361486197892834,0.15884698268907593,0.23940382194533258,0.27164490677341624,0.19012554975084212,0.26899790767408444,0.3298834531385486,0.1507944928091468,0.16687590081556447,0.20117093056727497,0.21945822436336593,0.17639720527211988,0.0913457892091001,0.17121871104390918,0.13005994121611528,0.21535987484382943,0.2524646446984059,0.17485728048526647,0.25337368822698686,0.26631536575439024,0.15629078197166282,0.24661623625951723,0.23266386841159695,0.09867697737651991,0.10072289137296808,0.09266612915981648,0.10385822009494282
lh_isthmuscingulate,0.11945958524721934,0.14459933407742984,0.10917871398210192,0.1228624981690308,0.08245736633351529,0.16284888867643277,0.11845595800708138,0.14256211069649502,0.0,0.15124395300992372,0.1470594275999045,0.17724045805296518,0.15151911407490612,0.13991927215028319,0.14617556700582543,0.13437727057866558,0.12538286950921754,0.10803167114190708,0.10778523215895985,0.12064990223995453,0.12647951845577027,0.21168515234318738,0.12907670215412004,0.14054062781421497,0.17726249293621255,0.13774578854137434,0.13544783534905194,0.11934402486801443,0.1271910666103877,0.13291440150815295,0.07510425540176681,0.07514235297059314,0.0907538094224352,0.11202375875278259,0.12020559649343979,0.17133021360525266,0.10467770252058609,0.12110189582894068,0.10597804369093153,0.1645901621735209,0.13838924040109435,0.15394176280835278,0.27994455040238725,0.16225565590730395,0.17964322629385948,0.16149618221064815,0.15891393194042389,0.12306530609067685,0.14648034736653245,0.13026613127071646,0.11581837060383687,0.1151684748542122,0.11374560542707322,0.12414514066562989,0.1271115780257364,0.19372724669712496,0.12294288265261667,0.14230854240206195,0.16665992946718294,0.1459311601448955,0.13547534160561492,0.11601396708107584,0.12843868492755559,0.12951925349921328,0.06887252235886372,0.08010064183244138,0.09116240156504378,0.11543873245796919
lh_lateraloccipital,0.20499425276750258,0.14258935532717043,0.1870441413291645,0.26370392437441464,0.07310987267252483,0.15354511153435307,0.22472580387503555,0.2201925284940837,0.15124395300992372,0.0,0.21350470835420818,0.2332590418409001,0.25716128521741694,0.18310960519922778,0.13842278447077092,0.22820537587993409,0.18608899677595403,0.186776477248181,0.1931646559224723,0.19198481869715928,0.23882759068669687,0.13852308200511837,0.21821145531974243,0.2497988011482202,0.12666263516624202,0.30005076838628686,0.23737110704114822,0.27058570611080773,0.17723399764345396,0.23980328998672756,0.11442620594333619,0.08252108038680868,0.12587066762985297,0.08902821022699034,0.1497682394278052,0.12263987737890086,0.17021586250195275,0.25891300751611573,0.11032280497745582,0.15595370078252385,0.26903982075588606,0.20332784537159557,0.16069061025028286,0.40527954007777484,0.23617583997560465,0.29185956361828436,0.1990091391273818,0.1890318968876225,0.13059856449627866,0.18471491717679975,0.1758162565794097,0.19321499109092286,0.19882904176919908,0.17466722315072114,0.22453785291638187,0.14155070626651306,0.2096316580583473,0.25407625421644886,0.13155270519471735,0.34517164091039393,0.255144753676161,0.2587239979305675,0.18022426612388076,0.20285419660687082,0.0995045843560593,0.07547567964740215,0.11926191073663304,0.09044820598590839
