,lh_bankssts,lh_caudalanteriorcingulate,lh_caudalmiddlefrontal,lh_cuneus,lh_entorhinal,lh_fusiform,lh_inferiorparietal,lh_inferiortemporal,lh_isthmuscingulate,lh_lateraloccipital,lh_lateralorbitofrontal,lh_lingual,lh_medialorbitofrontal,lh_middletemporal,lh_parahippocampal,lh_paracentral,lh_parsopercularis,lh_parsorbitalis,lh_parstriangularis,lh_pericalcarine,lh_postcentral,lh_posteriorcingulate,lh_precentral,lh_precuneus,lh_rostralanteriorcingulate,lh_rostralmiddlefrontal,lh_superiorfrontal,lh_superiorparietal,lh_superiortemporal,lh_supramarginal,lh_frontalpole,lh_temporalpole,lh_transversetemporal,lh_insula,rh_bankssts,rh_caudalanteriorcingulate,rh_caudalmiddlefrontal,rh_cuneus,rh_entorhinal,rh_fusiform,rh_inferiorparietal,rh_inferiortemporal,rh_isthmuscingulate,rh_lateraloccipital,rh_lateralorbitofrontal,rh_lingual,rh_medialorbitofrontal,rh_middletemporal,rh_parahippocampal,rh_paracentral,rh_parsopercularis,rh_parsorbitalis,rh_parstriangularis,rh_pericalcarine,rh_postcentral,rh_posteriorcingulate,rh_precentral,rh_precuneus,rh_rostralanteriorcingulate,rh_rostralmiddlefrontal,rh_superiorfrontal,rh_superiorparietal,rh_superiortemporal,rh_supramarginal,rh_frontalpole,rh_temporalpole,rh_transversetemporal,rh_insula
lh_bankssts,0.0,0.138889377101182,0.2783656707198687,0.1250402225411277,0.08486931927478537,0.18144060931399222,0.34931135960695436,0.20764669598914942,0.1681840122264404,0.17047593483709503,0.17088545912073813,0.1645132066430773,0.1822400957006122,0.24350201009148378,0.13207518508665844,0.17795305392770272,0.20970962367846666,0.1187136130230089,0.19217422592576394,0.09591828084291754,0.1570707105102339,0.16729821143808876,0.24312246412061764,0.25179535924646734,0.14117921835191477,0.29014759979780325,0.21141355950662108,0.22990095429569585,0.20398778957395847,0.2907901511110793,0.07588680191793154,0.06498202654386456,0.13956958664309127,0.0958164505682128,0.21060403656255183,0.11819559816562135,0.271873220800649,0.1267906132468435,0.07826447066629223,0.17282417765353872,0.3211576350876149,0.20943652689048417,0.12052285432696984,0.1858759602161716,0.2087409905875003,0.17542995003679154,0.16909926764798341,0.18569515780887885,0.18172943405115682,0.20594432712689112,0.23614694829452387,0.11348943486944699,0.21143651278041922,0.12747173887209276,0.15287287147590822,0.1371451274622072,0.24760307356109154,0.26069795499248277,0.1556940726504615,0.2731667282687803,0.22119861110373076,0.20210147878156676,0.18526261910188835,0.22719147502988812,0.08175662130769537,0.06844679552078635,0.11522229634171889,0.12150663139296299
lh_caudalanteriorcingulate,0.138889377101182,0.0,0.13469751174106473,0.10045707215727913,0.08631256853589796,0.18885346910142156,0.14854933283234534,0.15930571403827748,0.18735360093959427,0.12668703777055404,0.16118633112684236,0.17479792211190404,0.14433441748261025,0.14395895405551917,0.11709491645163536,0.11832181075357014,0.1420886094666999,0.09708562133460985,0.1287118544776359,0.08081587045775403,0.10694511649670059,0.21542657479634408,0.13649981202349673,0.1645921092033753,0.14596019671208055,0.16015307718722102,0.17674919020719473,0.10874037875140279,0.12828760744293144,0.14508365955524175,0.05879057638079046,0.062004742135116885,0.11313089368463675,0.08831231632524379,0.1185628259784005,0.16121789429496733,0.13885206484258597,0.0929167995515563,0.07398148838302077,0.1670055784291922,0.1594446223623748,0.1619914463726693,0.14489301082986406,0.14337466132416687,0.17494945063430314,0.1412796575726528,0.15542028201965924,0.14233834692879233,0.1426752845847717,0.13943951800065507,0.14089201644520807,0.10119818768270449,0.13851649584997336,0.1036267778397909,0.10734719316177599,0.1466431009258845,0.1432786755178134,0.15549935850804117,0.20754152082885477,0.17266328459725866,0.16953185973504095,0.10837865846076424,0.12369595944378324,0.1427376704633583,0.06350263306845451,0.06746721303900326,0.1051980934413424,0.10777606920641808
lh_caudalmiddlefrontal,0.2783656707198687,0.13469751174106473,0.0,0.10387858770315647,0.09794234711433927,0.19010771444625457,0.2966475218888698,0.2292301360327635,0.17391248437983367,0.16409773709959974,0.19177516667298664,0.16272313159441582,0.17579899284736283,0.26991909438648315,0.12264695592716829,0.17520926671403955,0.2317706889200944,0.14819319438044148,0.22358267449463382,0.07868459138710367,0.13725616894519524,0.1617736849947924,0.3156657240129736,0.266479555129873,0.1353724171979685,0.30769348436463884,0.27353753672126024,0.1870606579055556,0.25565408757358726,0.3168706190041144,0.08612579680501424,0.07856270481424767,0.16505258008582052,0.09982796658453665,0.21411720215787028,0.10079828857082565,0.33338498294265934,0.12110951382464526,0.08951718039159007,0.20147203085894422,0.32024803460259454,0.2151763009302881,0.12148713309935359,0.18841692452391806,0.21100943690962234,0.1865859987023856,0.17305072765514287,0.24941957172920787,0.19412867030246908,0.20429865732772517,0.23616126069049798,0.14517555122454473,0.25294912796920554,0.11889997959971542,0.13813519162127724,0.12106080528522078,0.2599293939046719,0.2551609313405664,0.1418087590277867,0.26366922384902625,0.3063858510902102,0.18408399510252424,0.2426915916300523,0.25712341943860545,0.09621372119874731,0.08377534638310967,0.12776342018743378,0.12027704109670007
lh_cuneus,0.1250402225411277,0.10045707215727913,0.10387858770315647,0.0,0.09101550315949987,0.10681602051071884,0.15050697538005567,0.12774724300055082,0.13797798653559626,0.25831715779861114,0.11313417069754379,0.188024388482361,0.1506629134748838,0.11476837702779158,0.12740925176021592,0.15550641620428668,0.10775280619876715,0.11361644709692387,0.0944271513716699,0.21840221783864444,0.20426184099768285,0.13140389037116132,0.13341405290061206,0.1459020254271726,0.09154745814868423,0.1506822765647909,0.1057360201642537,0.20432300350622148,0.10287585624361013,0.13109427906850116,0.07145050011524637,0.06124005969930679,0.09399808738935128,0.06394150282376285,0.09206728780543118,0.11795963721264041,0.12411283466010764,0.2651495106444593,0.08894850304421902,0.1031766228606108,0.15131594504836834,0.14513927799746146,0.15196379245253883,0.2159802797381984,0.13127242565631508,0.1934498108817559,0.14865140266184626,0.1032769825030935,0.11394781188528005,0.14473998935886542,0.12240904144736209,0.09124769966761181,0.10952729794877862,0.19580063182291557,0.20074692323574442,0.12263729822305798,0.14273416944655337,0.14521583379461214,0.11697674260333667,0.16275655615605966,0.10329626189403515,0.19869118767953697,0.08768200216170653,0.1264481518636064,0.07863425850173059,0.061052531625187575,0.0782373087859952,0.08244747589090111
lh_entorhinal,0.08486931927478537,0.08631256853589796,0.09794234711433927,0.09101550315949987,0.0,0.09751316882420578,0.11402424012164522,0.14424717786549845,0.1078471100068694,0.14442780278229805,0.13617523916187974,0.1233703568344028,0.13661116354291766,0.1376622356051311,0.09356471831886957,0.09681295428870526,0.11597339968793124,0.15318427113735747,0.11084821293839883,0.07341476101292885,0.11700417649623755,0.08935103240658811,0.11235007511314905,0.10912463018794406,0.09215332726892524,0.12774169062666743,0.12591101220698425,0.10683539556282759,0.1286520269537669,0.11563995519464113,0.10357742937730806,0.13038559576807812,0.07705994788029531,0.06710075961015978,0.07512216277266567,0.07719593852585281,0.10906654210280456,0.11732640599900387,0.22145731748172695,0.11212903060427737,0.12170775033778992,0.1559409254840892,0.10347716106500421,0.1483524459835703,0.13773954126052004,0.1317767602909939,0.1531131737398716,0.1599754306638662,0.12286047558657397,0.09852202656748683,0.11937309615260629,0.18190782865785157,0.12867780681803512,0.0971391844288176,0.11817263357612402,0.081584723451366,0.12574788838571088,0.10430721312168094,0.09685432103012627,0.1368797455316456,0.12468248640414308,0.10753855834295467,0.11430826894642544,0.12239402485211953,0.1251771836283082,0.16294626553402694,0.07428252934505121,0.07305835045309449
lh_fusiform,0.18144060931399222,0.18885346910142156,0.19010771444625457,0.10681602051071884,0.09751316882420578,0.0,0.2100598913475584,0.24860114357518803,0.1980203163788054,0.14595421555387564,0.1993898599552592,0.2271852045115331,0.20205974046118322,0.2192788809981812,0.15688440982172766,0.13561280535957507,0.187286832436725,0.12681526802362786,0.13987527284024026,0.07370895670384044,0.1308561259212973,0.1847333795863735,0.1945597492430838,0.20952268883609876,0.21561044154692044,0.23764988417407282,0.23248520545733983,0.13848612539568378,0.17696255603175726,0.21187458182721608,0.07528385283854232,0.0788941441359284,0.15261344627102258,0.10232767265881543,0.14721677156101362,0.1433286152039399,0.18499075756373806,0.10619814835698492,0.0885818520711683,0.32788659134186215,0.21180541648039913,0.2376787542631138,0.13717159598035572,0.18851580575088345,0.21964879513956168,0.17145165580426341,0.20614736611710693,0.19684341457313678,0.20649452841151078,0.16166353532435424,0.1737914772784433,0.12209439500363911,0.1674213092085089,0.1139458940231613,0.1246552323306947,0.18797792833310115,0.2097166691431057,0.2213185074965109,0.22893444062366944,0.2504527550955339,0.24607076343779,0.12989945562921434,0.1693997306606976,0.18939368996189654,0.08224889646462931,0.09090531646975288,0.13088988644297955,0.12190752849278223
lh_inferiorparietal,0.34931135960695436,0.14854933283234534,0.2966475218888698,0.15050697538005567,0.11402424012164522,0.2100598913475584,0.0,0.26181954062241997,0.17749204207765132,0.23120274852182487,0.19558591481322488,0.19484797857480088,0.2169419578626531,0.32802933306036425,0.1522213640991414,0.22006139440379754,0.25817899039558984,0.157355829880054,0.23289158955747163,0.10009581570600816,0.1889327646284244,0.1834635158528826,0.30409744574908276,0.3336238555511499,0.14478058578128827,0.36170611644163747,0.26541455240343914,0.30487126164539025,0.2558372292355023,0.3925557359836761,0.09382461672143873,0.08160377278106441,0.15833496990398088,0.09499740247294336,0.20414149895644018,0.11975065526665567,0.3292069076317267,0.15340192432077995,0.09996365093244505,0.2144835046822563,0.4524970146578247,0.28158788526329603,0.13373853558742876,0.2549896901009127,0.2433451235628654,0.22372306761225924,0.2131365778014283,0.25691426453450084,0.2110766951057009,0.2250368281565191,0.2958291274125641,0.14827672854244192,0.27009132524788143,0.14871603851729648,0.19232680055052953,0.13339970354661954,0.3092835688831187,0.32765761818840794,0.16258749426667551,0.36939718276692335,0.2785452335750753,0.2870837066108713,0.20681368326583566,0.31203725257712467,0.10325415076324164,0.08676830337539694,0.13001932243496828,0.12105758055630272
lh_inferiortemporal,0.20764669598914942,0.15930571403827748,0.2292301360327635,0.12774724300055082,0.14424717786549845,0.24860114357518803,0.26181954062241997,0.0,0.19487429988041088,0.22260836340823253,0.24576075861407978,0.21535849206018923,0.2633432991555699,0.35391004034046375,0.1614894988451002,0.16518099504688388,0.24009314283702363,0.19912409784070395,0.19803913502464934,0.08822308432900844,0.16783638273640075,0.17019121679300694,0.25797290699630737,0.23193771546553454,0.18509401713207324,0.3565588539813779,0.3164545522333419,0.1704607697335436,0.23639454704223073,0.27484684481326266,0.09658956109585637,0.09956753905521062,0.12672986302213185,0.09097603099026279,0.13866783882824996,0.13119720939676088,0.2289193151418665,0.1413830367305011,0.1248454524700751,0.2738587135071483,0.2831882114131782,0.3647087509133258,0.15252862866946346,0.27740832345110955,0.2867359426339895,0.2051298981978361,0.27000609477933324,0.3200291096747008,0.23504934313696868,0.17247229755990964,0.23138880522998115,0.19314135565827717,0.2234771148342494,0.14385128730209623,0.16916784629406595,0.14076220934419342,0.28169365660105905,0.23550633893456038,0.185939456852469,0.3421407322884698,0.30336784094373326,0.1682603644922494,0.2126433601448809,0.2588403453395828,0.11185217625298545,0.11785386520364649,0.10863420088844704,0.10838573829740729
lh_isthmuscingulate,0.1681840122264404,0.18735360093959427,0.17391248437983367,0.13797798653559626,0.1078471100068694,0.1980203163788054,0.17749204207765132,0.19487429988041088,0.0,0.17622155506233067,0.18655588442080615,0.2353450838415867,0.20093302440658048,0.17267854173856487,0.14865650650471374,0.1504296538031634,0.16510513935441462,0.1268784782615685,0.14739853859702914,0.11084072206558694,0.14050082533693756,0.2267228468244734,0.1713307130906707,0.2006400181745973,0.16872173711581373,0.21387704830671586,0.19162992603053555,0.13681663744589465,0.16303416371691207,0.1832377114120634,0.07166637419723912,0.07666670563745448,0.14355080047291555,0.10175184133291482,0.14968616522246836,0.1609533992195679,0.17202288565739518,0.13283281090646606,0.09942345767144438,0.18986771828458168,0.1898542590092489,0.20040005706335398,0.27733257954613766,0.19086965702428793,0.2068857727181132,0.19810728474515893,0.20300146827238266,0.17112421812342143,0.18413637006489242,0.18193397963664942,0.1671484589264742,0.12956532449232125,0.1665942331317386,0.13504077645048615,0.13711577381367446,0.175263894057963,0.1810202718755318,0.1963060885186216,0.20506643174334718,0.2176160909396109,0.1875415794957125,0.1343110881939703,0.15369196523386455,0.17615140670614537,0.07992161173209263,0.08305715467387742,0.12196466104105454,0.1297394144182749
lh_lateraloccipital,0.17047593483709503,0.12668703777055404,0.16409773709959974,0.25831715779861114,0.14442780278229805,0.14595421555387564,0.23120274852182487,0.22260836340823253,0.17622155506233067,0.0,0.16819908586917542,0.24327205959509984,0.2176700795006054,0.2040896203253854,0.1409624883471922,0.20616335425160892,0.17266573040893668,0.20110580936039496,0.14168945194157284,0.15270316411727164,0.23456453559581766,0.14891683167189038,0.1938904145595518,0.21406630541632235,0.11493340745965473,0.25738551611326455,0.17995614512097124,0.2691726846862372,0.15364990405340156,0.21935611298979235,0.10389297672342619,0.08924752070002033,0.1103658595058781,0.06997870395756388,0.10797906552353814,0.1242222429607543,0.18789591622651639,0.2890403181426488,0.13420656197390737,0.15604382543385603,0.2478323959896683,0.2458520809751429,0.171517754033649,0.41232746903145095,0.18950836017326306,0.26042215354419945,0.21417651670206544,0.19059336158304224,0.15986076537750912,0.18654978317149928,0.17765111324816787,0.16315702322293263,0.16964418457472147,0.19649523021659296,0.2475412927882798,0.13267000674084325,0.20921251243084615,0.20346783586635417,0.1420741566768129,0.2748921828592713,0.17682148101798578,0.27636544161507154,0.12837291322774416,0.1906911059758717,0.12121369675755822,0.09420260085045919,0.09030255249987959,0.08857973916617182
